,index,tweet_id,original_tweet_id,original_tweet_user,date_time,user_id,username,followers,friends,user_description,statuses,text,nr_likes,users_likes,nr_RT,entities,nr_responses,users_responses
42,57,820642314615980032,820635696889208832,Infocadl2015,2017-01-15 14:42:29,1312219752,IbnalAshraf,954,2032,"Tolerance is the last virtue of a declining society. 
Check out https://t.co/Ja6kQAnI2T Excellent analysis and info on islam, the religion of war & intolerance.",22025,RT @Infocadl2015: @trias_politica In het huidige zieke politieke klimaat is het realistisch om cynisme als bron van vooruitgang te zien.,0,[],6,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '3534886816', 'screen_name': 'Infocadl2015', 'id': 3534886816, 'name': 'Kees de Lange', 'indices': [3, 16]}, {'id_str': '1122896395', 'screen_name': 'trias_politica', 'id': 1122896395, 'name': 'Jean Wanningen', 'indices': [18, 33]}], 'urls': []}",,
43,58,820642313127006208,820604688722698240,NielsWaarlo,2017-01-15 14:42:28,332960344,LittleStanford,97,124,"MSc student Biology, interested in animal population ecology, photography, writing, graphic design, cartography, ice hockey and ambient and neoclassical music.",1965,"RT @NielsWaarlo: Leuk verder. Maar het planten van een boom heeft alleen effect zolang de boom staat, daarna komt alle CO2 terug  https://t…",0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '492553851', 'screen_name': 'NielsWaarlo', 'id': 492553851, 'name': 'Niels Waarlo', 'indices': [3, 15]}], 'urls': []}",,
44,59,820641860632870912,820635696889208832,Infocadl2015,2017-01-15 14:40:41,190648628,marizsmn,1425,944,٩(-̮̮̃•̃)۶,142630,RT @Infocadl2015: @trias_politica In het huidige zieke politieke klimaat is het realistisch om cynisme als bron van vooruitgang te zien.,0,[],6,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '3534886816', 'screen_name': 'Infocadl2015', 'id': 3534886816, 'name': 'Kees de Lange', 'indices': [3, 16]}, {'id_str': '1122896395', 'screen_name': 'trias_politica', 'id': 1122896395, 'name': 'Jean Wanningen', 'indices': [18, 33]}], 'urls': []}",,
45,60,820641730630418432,820635696889208832,Infocadl2015,2017-01-15 14:40:10,135623999,Percolator_HNJ,4568,462,Voor al uw sterke koffie... en een onvervalst rechts geluid. Schurft aan policor prietpraat. 🐸,79968,RT @Infocadl2015: @trias_politica In het huidige zieke politieke klimaat is het realistisch om cynisme als bron van vooruitgang te zien.,0,[],6,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '3534886816', 'screen_name': 'Infocadl2015', 'id': 3534886816, 'name': 'Kees de Lange', 'indices': [3, 16]}, {'id_str': '1122896395', 'screen_name': 'trias_politica', 'id': 1122896395, 'name': 'Jean Wanningen', 'indices': [18, 33]}], 'urls': []}",,
46,61,820641670823837700,,,2017-01-15 14:39:55,2346979465,heksenhut,23,30,Ik ben het huis waar @netlash in mag wonen. Tweets zijn mijn eigen opinie.,5966,Hey @netlash en @gudrun! CO2-niveau hier in de Heksenhut is 1208.00 ppm. Zet een raam open!,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '793772', 'screen_name': 'netlash', 'id': 793772, 'name': 'Bart De Waele', 'indices': [4, 12]}, {'id_str': '1000381', 'screen_name': 'Gudrun', 'id': 1000381, 'name': 'Gudrun Rombaut', 'indices': [16, 23]}], 'urls': []}",,
47,62,820641574359093250,,,2017-01-15 14:39:32,211265223,_Vechtstreek,369,18,Al het nieuws uit de regio Vechtstreek,46740,CO2 compensatie voor bedrijven https://t.co/SN2wRsmotV CO2 compensatie met een sociale impact!...,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SN2wRsmotV', 'expanded_url': 'http://ift.tt/2jn0DVJ', 'indices': [31, 54], 'display_url': 'ift.tt/2jn0DVJ'}]}",,
48,63,820641160238600193,,,2017-01-15 14:37:54,297669586,bergbrabant,1045,825,Statenlid en vice-fractievoorzitter PVV Noord-Brabant .......... woordvoerder Infrastructuur en Energie.....,26589,"Nederland is veel te dicht bevolkt voor #windmolens.
In Polen ligt een wetsvoorstel voor min. afstand van 2 km voor

https://t.co/F91agkJbQx",0,[],3,"{'symbols': [], 'hashtags': [{'indices': [40, 51], 'text': 'windmolens'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/F91agkJbQx', 'expanded_url': 'http://principia-scientific.org/guide-wind-turbine-noise-limits-health-impacts/', 'indices': [117, 140], 'display_url': 'principia-scientific.org/guide-wind-tur…'}]}",,
49,64,820639605800206345,,,2017-01-15 14:31:43,9818722,jaapdenouden,3240,1903,ex-Dichtbij.nl. Wil graag nog eens voor een product met abonnees werken. Floreert binnen organisatie als er veranderd moet worden.,62702,Zou je een windmolen in je eigen achtertuin zetten?  #vraaghetbuub,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [53, 66], 'text': 'vraaghetbuub'}], 'user_mentions': [], 'urls': []}",,
50,68,820634681825751042,801117633932165120,ssalut,2017-01-15 14:12:09,394581804,ipsum_peter,140,230,"Smart insight into energy consumption, disaggregated to individual appliances and idle consumption. Energy saving and behavior change.",203,RT @ssalut: De energierekening ontrafeld tot op apparaat-niveau; het kán dus! #energie #energiedebat #energietransitie #energiebesparen #kl…,0,[],2,"{'symbols': [], 'hashtags': [{'indices': [78, 86], 'text': 'energie'}, {'indices': [87, 100], 'text': 'energiedebat'}, {'indices': [101, 118], 'text': 'energietransitie'}, {'indices': [119, 135], 'text': 'energiebesparen'}], 'user_mentions': [{'id_str': '62239397', 'screen_name': 'ssalut', 'id': 62239397, 'name': 'steven boerma', 'indices': [3, 10]}], 'urls': []}",,
51,69,820633513040998400,819840158740660224,TrouwGroen,2017-01-15 14:07:30,3432624725,installatiecoop,13,23,,169,"RT @TrouwGroen: 'Onze leiders gaan het klimaat niet redden', zegt Polly Higgins. Gebruik het strafrecht. Vandaag @TrouwGroen https://t.co/m…",0,[],59,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '210819163', 'screen_name': 'TrouwGroen', 'id': 210819163, 'name': 'Trouw Groen!', 'indices': [3, 14]}, {'id_str': '210819163', 'screen_name': 'TrouwGroen', 'id': 210819163, 'name': 'Trouw Groen!', 'indices': [113, 124]}], 'urls': []}",,
52,70,820633170752262145,820627557288673280,roosvonk,2017-01-15 14:06:09,23750173,Brigitte_Gabel,314,395,"Second2New, ShiftXXL, BGood Consulting, Vital Innovators | Techniek, gezondheidszorg, organisatiegedoe | A'dam IJburg | TUDelft | Onverdienstelijk voetballer",8800,"RT @roosvonk: #wnlopzondag: 2% NL'ers vindt klimaat belangrijk. @jesseklaver : Of mensen het nu belangrijk vinden of niet, we moeten maatre…",0,[],2,"{'symbols': [], 'hashtags': [{'indices': [14, 26], 'text': 'wnlopzondag'}], 'user_mentions': [{'id_str': '97662093', 'screen_name': 'roosvonk', 'id': 97662093, 'name': 'roos vonk', 'indices': [3, 12]}, {'id_str': '17422867', 'screen_name': 'jesseklaver', 'id': 17422867, 'name': 'Jesse Klaver', 'indices': [64, 76]}], 'urls': []}",,
53,72,820630857488666624,,,2017-01-15 13:56:57,1325192886,VitaleGroenStad,13758,11667,Maatschappelijke baten en functionele waarde van groen | Nationale groencompetitie Entente Florale | Operatie Steenbreek https://t.co/MyJb6Rs81h,13313,#Masterclass #Klimaat op 19 jan in #Rotterdam en 2 feb in #Leiden gaat door. Wil je er bij zijn? Aanmelden kan nog https://t.co/5vVRW1a5tp,0,[],1,"{'symbols': [], 'hashtags': [{'indices': [0, 12], 'text': 'Masterclass'}, {'indices': [13, 21], 'text': 'Klimaat'}, {'indices': [35, 45], 'text': 'Rotterdam'}, {'indices': [58, 65], 'text': 'Leiden'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5vVRW1a5tp', 'expanded_url': 'http://skybird.nu/5B84Is', 'indices': [115, 138], 'display_url': 'skybird.nu/5B84Is'}]}",,
54,73,820630530479812608,820344560152932353,roosvonk,2017-01-15 13:55:39,2249225971,E__Broekhuizen,530,2168,Boek | 2014 | Tijd voor een omslag in denken | Versneld naar de duurzame doorbraak | Hoe de ecoprijs onze toekomst gaat veranderen | Eric Broekhuizen,323,"RT @roosvonk: Renee Lerzman: we hebben het klimaat per ongeluk veranderd, niet expres. Maar we komen nu op een punt dat t wél opzet is.
Via…",0,[],11,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '97662093', 'screen_name': 'roosvonk', 'id': 97662093, 'name': 'roos vonk', 'indices': [3, 12]}], 'urls': []}",,
55,74,820629939586220032,820627557288673280,roosvonk,2017-01-15 13:53:18,19107945,aliettejonkers,8810,998,"Medisch journalist | Dagvoorzitter | Schrijft voor medische vaktijdschriften, kranten en publieksbladen |  Winnaar @VWN Publicatieprijs 2015",143900,"RT @roosvonk: #wnlopzondag: 2% NL'ers vindt klimaat belangrijk. @jesseklaver : Of mensen het nu belangrijk vinden of niet, we moeten maatre…",0,[],2,"{'symbols': [], 'hashtags': [{'indices': [14, 26], 'text': 'wnlopzondag'}], 'user_mentions': [{'id_str': '97662093', 'screen_name': 'roosvonk', 'id': 97662093, 'name': 'roos vonk', 'indices': [3, 12]}, {'id_str': '17422867', 'screen_name': 'jesseklaver', 'id': 17422867, 'name': 'Jesse Klaver', 'indices': [64, 76]}], 'urls': []}",,
56,75,820627557288673280,,,2017-01-15 13:43:50,97662093,roosvonk,10813,476,"psycholoog, professor, auteur | dieren, natuur, duurzaamheid | mensen, politiek, televisie | ego's, menselijke gebreken, liefde  & ellende, je bent wat je doet",24076,"#wnlopzondag: 2% NL'ers vindt klimaat belangrijk. @jesseklaver : Of mensen het nu belangrijk vinden of niet, we moeten maatregelen nemen.",2,Natuur_Nature;Readingmaid,2,"{'symbols': [], 'hashtags': [{'indices': [0, 12], 'text': 'wnlopzondag'}], 'user_mentions': [{'id_str': '17422867', 'screen_name': 'jesseklaver', 'id': 17422867, 'name': 'Jesse Klaver', 'indices': [50, 62]}], 'urls': []}",2.0,Natuur_Nature;roosvonk
57,76,820626315913154560,,,2017-01-15 13:38:54,264241703,Niek1953,755,507,"VUT (voormalig bedrijfskundige), Malt Whisky, PVV, Rolling Stones https://t.co/XOsIKV7OJv, AC/DC https://t.co/v6iaq59ddF",28857,Speciaal voor de klimaat gekkies ;-) https://t.co/uLgII9OKhK,1,coverklift,1,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uLgII9OKhK', 'expanded_url': 'https://twitter.com/Container1948/status/818942887714918400', 'indices': [37, 60], 'display_url': 'twitter.com/Container1948/…'}]}",,
58,77,820626269620596738,,,2017-01-15 13:38:43,86321285,gjvu,1909,293,"Liberaal nuchtere Fries, Ondernemer & heuristische positivo, duurzaam is het pas onder de groene streep. #AquaZumba #Frutarian
http://t.co/brtoOJFX9G",74096,Die verschrikkelijke droogte in Californië door helse klimaat opwarming ... nou die is er dus niet.  https://t.co/scYQQEzWEH,1,rjwillem,1,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/scYQQEzWEH', 'expanded_url': 'http://www.usatoday.com/story/weather/2017/01/12/northern-california-drought-ends/96487788/', 'indices': [101, 124], 'display_url': 'usatoday.com/story/weather/…'}]}",2.0,WattisDuurzaam;IvoMeijer89
59,78,820625210487410692,819840158740660224,TrouwGroen,2017-01-15 13:34:31,2926259041,harrison33601,292,68,,12233,"RT @TrouwGroen: 'Onze leiders gaan het klimaat niet redden', zegt Polly Higgins. Gebruik het strafrecht. Vandaag @TrouwGroen https://t.co/m…",0,[],59,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '210819163', 'screen_name': 'TrouwGroen', 'id': 210819163, 'name': 'Trouw Groen!', 'indices': [3, 14]}, {'id_str': '210819163', 'screen_name': 'TrouwGroen', 'id': 210819163, 'name': 'Trouw Groen!', 'indices': [113, 124]}], 'urls': []}",,
60,79,820624326709886977,,,2017-01-15 13:31:00,1241765180,ApusNL,302,189,"Gierzwaluwen, klimaatalarmist, straatjutter. AOW",2799,Klimaatalarmist James Hansen beveelt Trump o.a. #atoomstroom met #Thorium aan. https://t.co/M1dqbE7Hqf  https://t.co/OrCTdQuJeG,0,[],0,"{'symbols': [], 'hashtags': [{'indices': [48, 60], 'text': 'atoomstroom'}, {'indices': [65, 73], 'text': 'Thorium'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/M1dqbE7Hqf', 'expanded_url': 'http://rol.st/2jl3X42', 'indices': [79, 102], 'display_url': 'rol.st/2jl3X42'}, {'url': 'https://t.co/OrCTdQuJeG', 'expanded_url': 'http://bit.ly/2jmYbyE', 'indices': [104, 127], 'display_url': 'bit.ly/2jmYbyE'}]}",,
61,80,820624295453921280,820571317825114112,johan_emmens,2017-01-15 13:30:53,1061301716,HoitinkJ,114,155,,1164,RT @johan_emmens: Welke sector doet ons dit na? Ook de CO2 uitstoot normen voor de landbouw voor 2020 zijn in 2015 al gehaald en dalen nog…,0,[],16,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2755629941', 'screen_name': 'johan_emmens', 'id': 2755629941, 'name': 'Johan Emmens', 'indices': [3, 16]}], 'urls': []}",,
62,83,820621969053908996,820384749957120000,LeoNijhuis,2017-01-15 13:21:38,111518230,chiene2,28,27,,7117,"RT @LeoNijhuis: @RonMunneke 
Vraag pellets in EU overstijgt aanbod en bossen in VS worden verwoest om aan EU vraag te voldoen... 👎👎

https:…",0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '1439368448', 'screen_name': 'LeoNijhuis', 'id': 1439368448, 'name': 'LN', 'indices': [3, 14]}, {'id_str': '14393693', 'screen_name': 'RonMunneke', 'id': 14393693, 'name': 'Ron', 'indices': [16, 27]}], 'urls': []}",,
63,85,820617952781279232,820588890868289536,030Natuurlijk,2017-01-15 13:05:40,384314590,e_alzer,433,394,Adviseur Utrecht Natuurlijk @030Natuurlijk voor de wijken West en Zuidwest. Samenwerken aan en genieten van een groene stad,2889,RT @030Natuurlijk: Meld je aan voor 21-1: Nieuwjaarsborrel: initiatief voor klimaat. Laat je inspireren door de pitches #Klimaatweek https:…,0,[],1,"{'symbols': [], 'hashtags': [{'indices': [120, 132], 'text': 'Klimaatweek'}], 'user_mentions': [{'id_str': '1204729489', 'screen_name': '030Natuurlijk', 'id': 1204729489, 'name': 'Utrecht Natuurlijk', 'indices': [3, 17]}], 'urls': []}",,
64,87,820616624998912000,820598140864700417,RikSeveke,2017-01-15 13:00:24,229240481,MarijnPrakke,867,357,Acteur | Wetenschapshistoricus en -filosoof | Interdisciplinaire samenwerking | Growth mindset | Mission statement https://t.co/vFTgbfShXt,56172,RT @RikSeveke: Haegens van @Buitenhoftv: 'Op klimaat wordt u links ingehaald door het NLse bedrijfsleven @MinPres!' #buitenhof,0,[],2,"{'symbols': [], 'hashtags': [{'indices': [116, 126], 'text': 'buitenhof'}], 'user_mentions': [{'id_str': '20149866', 'screen_name': 'RikSeveke', 'id': 20149866, 'name': 'Rik Seveke', 'indices': [3, 13]}, {'id_str': '588363102', 'screen_name': 'Buitenhoftv', 'id': 588363102, 'name': 'Buitenhof', 'indices': [27, 39]}, {'id_str': '155507136', 'screen_name': 'MinPres', 'id': 155507136, 'name': 'Minister-president', 'indices': [105, 113]}], 'urls': []}",,
65,89,820616403904589824,,,2017-01-15 12:59:31,635596068,FJBMGess,1410,1300,Zet mij in voor een schone omgeving|Openheid van zaken|Transparantie vind ik belangrijk| Formule 1|Toyota AURIS 1.8 Full Hybrid Dynamic 5D Automatic,44100,"En de horizonvervuiling. Den Haag doet maar wat zij willen.
https://t.co/yoyPtBoMQN https://t.co/FRBaVuEwgL",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'media': [{'sizes': {'large': {'w': 2048, 'resize': 'fit', 'h': 1152}, 'thumb': {'w': 150, 'resize': 'crop', 'h': 150}, 'medium': {'w': 1200, 'resize': 'fit', 'h': 675}, 'small': {'w': 680, 'resize': 'fit', 'h': 383}}, 'display_url': 'pic.twitter.com/FRBaVuEwgL', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/C2NqQoVWgAA8OjK.jpg', 'url': 'https://t.co/FRBaVuEwgL', 'type': 'photo', 'id_str': '820616391048986624', 'expanded_url': 'https://twitter.com/FJBMGess/status/820616403904589824/photo/1', 'media_url_https': 'https://pbs.twimg.com/media/C2NqQoVWgAA8OjK.jpg', 'id': 820616391048986624}], 'urls': [{'url': 'https://t.co/yoyPtBoMQN', 'expanded_url': 'http://www.hetkrantje-online.nl/nieuws/actueel/45831/-video-slagschaduw-windmolen-drijft-bewoners-tot-wanhoop?redir', 'indices': [60, 83], 'display_url': 'hetkrantje-online.nl/nieuws/actueel…'}]}",,
66,92,820614989941768192,820607512361758720,Pieter_Kos,2017-01-15 12:53:54,133791223,OurLoggerboy,3,15,,8,"RT @Pieter_Kos: En dan maakt het niet uit of die zorgen gaan over klimaat, vluchtelingen, veiligheid of internationale stabiliteit. No answ…",0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '22638231', 'screen_name': 'Pieter_Kos', 'id': 22638231, 'name': 'Pieter Kos', 'indices': [3, 14]}], 'urls': []}",,
67,93,820614482623954944,820598369911472128,enroctoob,2017-01-15 12:51:53,218627533,RobinvdBles,153,141,Bestuurslid @hetISO | Student MME @ Wageningen University | Environmental Economics | Schrijft MSc-scriptie | Running,989,RT @enroctoob: #Buitenhof Rutte over klimaat : richten op CO2 reductie als doel én in EU werkend ETS. Zo Parijse klimaatdoelen halen.,0,[],9,"{'symbols': [], 'hashtags': [{'indices': [15, 25], 'text': 'Buitenhof'}], 'user_mentions': [{'id_str': '191061740', 'screen_name': 'enroctoob', 'id': 191061740, 'name': 'Corné Boot', 'indices': [3, 13]}], 'urls': []}",,
68,94,820613740311773184,,,2017-01-15 12:48:56,24241313,djidee,1067,777,"Dad of two boys, working in IT ( #testing / #devops / #automation / #coaching ), #liberal mindset, dislikes useless speed traps and drives a Ford Mondeo Wagon",96305,"Zie nog steeds veel nepnieuws over het klimaat, terwijl we zelf te kort meten om gedrag aarde zelf in kaart te krij… https://t.co/WVPTKClAoi",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WVPTKClAoi', 'expanded_url': 'https://twitter.com/i/web/status/820613740311773184', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
69,95,820613710070816769,820384749957120000,LeoNijhuis,2017-01-15 12:48:49,2906129284,stophoutrooknu,355,315,Tegen overlast houtstook / houtrook .,18075,"RT @LeoNijhuis: @RonMunneke 
Vraag pellets in EU overstijgt aanbod en bossen in VS worden verwoest om aan EU vraag te voldoen... 👎👎

https:…",0,[],2,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '1439368448', 'screen_name': 'LeoNijhuis', 'id': 1439368448, 'name': 'LN', 'indices': [3, 14]}, {'id_str': '14393693', 'screen_name': 'RonMunneke', 'id': 14393693, 'name': 'Ron', 'indices': [16, 27]}], 'urls': []}",,
70,96,820613460824301569,820344878286696452,ErnstLissauer,2017-01-15 12:47:49,3536580436,ChrisMonastir,232,287,"Vrolijke realist. In jonge jaren het hart links, nu de portefeuille rechts. Vrij van politieke indoctrinatie.",5766,RT @ErnstLissauer: Kwalijk academisch klimaat. https://t.co/E64wsPofcU,0,[],7,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '278154788', 'screen_name': 'ErnstLissauer', 'id': 278154788, 'name': 'Ernst Lissauer', 'indices': [3, 17]}], 'urls': [{'url': 'https://t.co/E64wsPofcU', 'expanded_url': 'https://twitter.com/vrij_nederland/status/820254699152621569', 'indices': [47, 70], 'display_url': 'twitter.com/vrij_nederland…'}]}",,
71,97,820611378721488897,820598152336199681,gjvu,2017-01-15 12:39:33,217338850,Edvdijk,294,601,Levensgenieter | altijd opgewekt | stamt nog net uit de fifties | iPhone 7 | Iedereen heeft recht op mijn mening | BBQ |  | Retweet = eens,33099,RT @gjvu: Nee #buitenhof - ‘het klimaat’ is geen probleem en CO2 is geen gif van de moderne tijd. Behalve bij de linkse lotgenoten.,0,[],1,"{'symbols': [], 'hashtags': [{'indices': [14, 24], 'text': 'buitenhof'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
72,98,820611306596302848,,,2017-01-15 12:39:16,2346979465,heksenhut,23,30,Ik ben het huis waar @netlash in mag wonen. Tweets zijn mijn eigen opinie.,5966,Hey @netlash en @gudrun! CO2-niveau hier in de Heksenhut is 1213.00 ppm. Zet een raam open!,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '793772', 'screen_name': 'netlash', 'id': 793772, 'name': 'Bart De Waele', 'indices': [4, 12]}, {'id_str': '1000381', 'screen_name': 'Gudrun', 'id': 1000381, 'name': 'Gudrun Rombaut', 'indices': [16, 23]}], 'urls': []}",,
